Time (s),Data Rate (kbpms),Time (s),Packet Interval (ms),Packet Length (bytes)
181.3,0,181.283976,0.1,570
181.31,0,181.321096,37.12,531
181.32,114.696,181.321096,37.12,531
181.33,0,181.327386,0.017,96
181.34,0,181.327386,0.017,96
181.35,0,181.364384,36.998,1514
181.36,12.112,181.364384,36.998,1514
181.37,105.568,181.37114,6.756,1514
181.38,0.928,181.373874,1.975,78
181.39,0,181.389691,15.817,116
181.4,12.112,181.406246,16.555,1514
181.41,71.872,181.406246,16.555,1514
181.42,5.944,181.421924,5.185,743
181.43,0,181.421924,5.185,743
181.44,12.112,181.448201,26.277,1514
181.45,60.56,181.448201,26.277,1514
181.46,32.384,181.459935,0.35,1514
181.47,0,181.460793,0.198,1020
181.48,12.784,181.489126,28.333,84
181.49,94.056,181.489941,0.815,1514
181.5,0,181.493226,0.193,1159
181.51,0,181.523743,30.517,731
181.52,5.848,181.523743,30.517,731
181.53,12.112,181.53512,11.377,1514
181.54,92.296,181.53512,11.377,1514
181.55,8.624,181.547617,0.026,939
181.56,0,181.555383,7.766,1078
181.57,0,181.580958,25.575,1514
181.58,106.968,181.580958,25.575,1514
181.59,0,181.584402,0.067,79
181.6,0.608,181.602072,17.67,76
181.61,36.336,181.615293,13.221,1514
181.62,75.496,181.619993,0.061,1514
181.63,132.6,181.632469,9.195,975
181.64,8.984,181.640194,2.791,975
181.65,8.624,181.652291,12.052,1078
181.66,115.328,181.66264,10.349,1514
181.67,1.752,181.66899,2.637,208
181.68,0,181.679046,0.18,137
181.69,0,181.679046,0.18,137
181.7,24.224,181.704478,25.432,1514
181.71,82.104,181.707458,2.98,1514
181.72,4.248,181.724186,9.922,531
181.73,0,181.724186,9.922,531
181.74,107.272,181.740188,16.002,1514
181.75,0,181.743766,0.451,1297
181.76,0,181.743766,0.451,1297
181.77,0,181.781565,37.799,1514
181.78,12.112,181.781565,37.799,1514
181.79,88.528,181.795382,13.817,1514
181.8,0,181.797198,0.022,1078
181.81,0,181.797198,0.022,1078
181.82,77.472,181.823414,26.216,1514
181.83,0,181.826153,0.041,707
181.84,0,181.826153,0.041,707
181.85,0,181.865384,39.231,1514
181.86,69.784,181.865384,39.231,1514
181.87,0,181.867661,0.635,1153
181.88,0,181.867661,0.635,1153
181.89,0,181.905972,38.311,91
181.9,12.84,181.905972,38.311,91
181.91,59.824,181.910471,1.069,1514
181.92,4.176,181.927336,15.294,522
181.93,0,181.927336,15.294,522
181.94,0,181.950695,23.359,1514
181.95,70.672,181.950695,23.359,1514
181.96,0,181.955954,3.566,1264
181.97,0,181.983754,27.8,79
181.98,9.256,181.983754,27.8,79
181.99,73.624,181.990529,5.032,1514
182,0,181.992029,0.034,119
182.01,0,182.025847,33.818,515
182.02,4.12,182.025847,33.818,515
182.03,12.112,182.025847,33.818,515
182.04,59.792,182.041753,5.211,1514
182.05,0,182.042007,0.02,1418
182.06,0,182.075994,33.987,1514
182.07,80,182.075994,33.987,1514
182.08,1.248,182.077739,0.147,916
182.09,0,182.084593,0.178,78
182.1,0,182.084593,0.178,78
182.11,12.112,182.11701,32.417,1514
182.12,86.616,182.121279,4.269,1514
182.13,0,182.126952,5.495,514
182.14,8.624,182.149581,22.629,1078
182.15,48.448,182.149581,22.629,1078
182.16,111.84,182.160039,0.22,1514
182.17,80.592,182.169455,1.234,975
182.18,0,182.171549,0.023,86
182.19,12.72,182.195159,23.61,76
182.2,89.16,182.200269,0.645,1514
182.21,0,182.20903,6.729,84
182.22,7.112,182.229793,20.763,889
182.23,0,182.229793,20.763,889
182.24,98.88,182.240333,10.54,1514
182.25,0,182.243222,0.024,248
182.26,0,182.27626,33.038,1078
182.27,8.624,182.27626,33.038,1078
182.28,12.112,182.27626,33.038,1078
182.29,87.704,182.293661,9.794,1514
182.3,0,182.293997,0.017,365
182.31,0,182.324267,30.27,1514
182.32,96.896,182.324267,30.27,1514
182.33,6.568,182.329995,0.018,1514
182.34,0,182.330095,0.082,491
182.35,0,182.368205,38.11,1514
182.36,12.112,182.368205,38.11,1514
182.37,88.264,182.368205,38.11,1514
182.38,0,182.374705,0.021,435
182.39,0,182.374705,0.021,435
182.4,0.624,182.406715,32.01,78
182.41,94.504,182.411396,4.681,1514
182.42,4.584,182.416931,0.025,116
182.43,8.624,182.428573,11.642,573
182.44,12.112,182.435309,6.736,1078
182.45,78.224,182.451004,2.619,1514
182.46,0,182.451756,0.025,694
182.47,0,182.451756,0.025,694
182.48,0,182.490837,39.081,1514
182.49,92.728,182.490837,39.081,1514
182.5,0.672,182.493553,0.068,993
182.51,0,182.50912,15.567,84
182.52,7.056,182.523325,14.205,86
182.53,12.112,182.529225,5.9,796
182.54,78.864,182.543117,6.912,1514
182.55,0,182.543309,0.022,774
182.56,0,182.575383,32.074,1078
182.57,44.96,182.575383,32.074,1078
182.58,61.136,182.580099,0.252,1514
182.59,1.264,182.588541,0.018,72
182.6,0,182.599436,2.557,79
182.61,98.656,182.615341,15.905,1514
182.62,0,182.619691,0.022,220
182.63,5.656,182.630327,10.636,707
182.64,0,182.630327,10.636,707
182.65,12.112,182.659495,29.168,1514
182.66,0,182.659495,29.168,1514
182.67,0,182.659495,29.168,1514
182.68,93.904,182.689278,29.783,1514
182.69,0,182.689712,0.161,208
182.7,198.352,182.702222,12.51,1514
182.71,48.08,182.708888,0.214,975
182.72,0,182.711399,0.026,160
182.73,4.792,182.730698,19.299,508
182.74,112.208,182.740213,5.996,1514
182.75,0,182.746855,3.277,400
182.76,0,182.746855,3.277,400
182.77,0,182.782681,35.826,1514
182.78,119.752,182.782681,35.826,1514
182.79,0,182.787552,0.599,1343
182.8,0,182.787552,0.599,1343
182.81,0,182.824545,36.993,1514
182.82,12.112,182.824545,36.993,1514
182.83,0,182.824545,36.993,1514
182.84,111.112,182.847025,22.48,1514
182.85,0,182.848609,0.67,515
182.86,60.56,182.86806,19.451,1514
182.87,48.448,182.869726,0.314,1514
182.88,15.12,182.885324,11.284,812
182.89,0,182.885406,0.082,1078
182.9,12.112,182.907936,22.53,1514
182.91,0,182.907936,22.53,1514
182.92,72.672,182.928276,20.34,1514
182.93,37.912,182.929929,0.336,1514
182.94,0,182.936713,0.057,531
182.95,12.112,182.95352,16.807,1514
182.96,0,182.95352,16.807,1514
182.97,0,182.95352,16.807,1514
182.98,0,182.993941,40.421,1514
182.99,103.464,182.993941,40.421,1514
183,0,182.998401,0.039,821
183.01,72.672,183.017259,18.858,1514
183.02,43.248,183.020325,1.428,1514
183.03,126.816,183.032787,11.689,1514
183.04,0,183.039425,0.078,788
183.05,0,183.060232,20.807,1078
183.06,8.624,183.060232,20.807,1078
183.07,0,183.060232,20.807,1078
183.08,12.112,183.08475,24.518,1514
183.09,0,183.08475,24.518,1514
183.1,0,183.111942,27.192,1514
183.11,179.944,183.111942,27.192,1514
183.12,23.008,183.119981,0.989,1514
183.13,4.112,183.138071,17.998,514
183.14,0,183.138071,17.998,514
183.15,0,183.138071,17.998,514
183.16,107.448,183.1653,27.229,1514
183.17,0,183.169523,1.043,1078
183.18,0,183.169523,1.043,1078
183.19,0.672,183.198946,29.423,84
183.2,12.112,183.200255,1.309,1514
183.21,123.272,183.212257,12.002,1514
183.22,0,183.217281,0.405,76
183.23,8.472,183.231061,13.78,84
183.24,85.8,183.23418,3.119,975
183.25,0,183.247505,0.03,975
183.26,0,183.247505,0.03,975
183.27,176.744,183.276821,29.316,975
183.28,125.144,183.279525,0.045,176
183.29,0,183.28737,0.111,503
183.3,0,183.28737,0.111,503
183.31,0,183.326177,38.807,1514
183.32,109.008,183.326177,38.807,1514
183.33,27.928,183.330136,0.625,1514
183.34,0,183.335531,5.06,514
183.35,0,183.335531,5.06,514
183.36,60.56,183.36706,31.529,1514
183.37,0,183.368598,0.338,1514
183.38,80.656,183.381303,12.705,1514
183.39,0,183.384283,1.346,1078
183.4,60.56,183.408005,23.722,1514
183.41,0,183.409553,0.332,1514
183.42,72.112,183.426266,16.713,1514
183.43,7.528,183.427955,0.067,78
183.44,0,183.435812,0.897,825
183.45,109.008,183.452627,16.815,1514
183.46,22.304,183.462785,6.423,1514
183.47,0,183.462834,0.049,1274
183.48,0,183.462834,0.049,1274
183.49,0,183.501051,38.217,1514
183.5,12.112,183.501051,38.217,1514
183.51,0,183.501051,38.217,1514
183.52,119.536,183.524062,23.011,1514
183.53,0.672,183.529415,0.019,76
183.54,12.112,183.540347,8.249,1514
183.55,12.112,183.540347,8.249,1514
183.56,24.224,183.559665,19.318,1514
183.57,0,183.568763,0.059,1514
183.58,0,183.568763,0.059,1514
183.59,0,183.600738,31.975,1514
183.6,238.104,183.600738,31.975,1514
183.61,40.6,183.603586,0.112,245
183.62,0,183.619507,0.866,79
183.63,0,183.619507,0.866,79
183.64,12.744,183.640592,21.085,1078
183.65,12.112,183.640924,0.332,515
183.66,25.336,183.660051,0.65,1514
183.67,0,183.660439,0.045,139
183.68,0,183.699466,39.027,1514
183.69,12.112,183.699466,39.027,1514
183.7,15.984,183.699466,39.027,1514
183.71,0,183.703469,0.047,484
183.72,3.416,183.72877,25.301,82
183.73,4.064,183.729252,0.237,208
183.74,27.024,183.737825,8.573,508
183.75,0,183.743899,0.078,350
183.76,62.4,183.764605,20.706,975
183.77,87.928,183.769898,3.556,975
183.78,34.312,183.783141,6.683,1514
183.79,0,183.785465,0.262,1261
183.8,0,183.785465,0.262,1261
183.81,0,183.825824,40.359,1514
183.82,34.552,183.825824,40.359,1514
183.83,5.656,183.829059,0.259,1291
183.84,0,183.838548,9.489,707
183.85,0,183.838548,9.489,707
183.86,33.464,183.867031,28.483,1514
183.87,0,183.867912,0.24,1155
183.88,0,183.867912,0.24,1155
183.89,0,183.909883,41.971,1514
183.9,12.112,183.909883,41.971,1514
183.91,22.496,183.909883,41.971,1514
183.92,0,183.9108,0.296,1298
183.93,4.36,183.939116,28.316,545
183.94,0,183.939116,28.316,545
183.95,33.952,183.950337,11.221,1514
183.96,0,183.951622,0.038,1216
183.97,8.624,183.977818,26.196,1078
183.98,0,183.977818,26.196,1078
183.99,12.112,183.997216,19.398,1514
184,17.472,183.997216,19.398,1514
184.01,0,184.003131,0.057,670
184.02,0,184.033157,30.026,79
184.03,12.744,184.033157,30.026,79
184.04,26.824,184.037024,3.867,1514
184.05,0,184.044816,0.465,515
184.06,0,184.044816,0.465,515
184.07,45.376,184.075303,30.487,1514
184.08,8.624,184.077832,0.043,1130
184.09,0,184.083822,5.99,1078
184.1,0,184.083822,5.99,1078
184.11,0,184.121403,37.581,1514
184.12,42.432,184.121403,37.581,1514
184.13,1.248,184.131017,8.481,78
184.14,3.928,184.140887,9.8,491
184.15,0,184.140887,9.8,491
184.16,35.576,184.162218,21.331,1514
184.17,0,184.16296,0.192,1419
184.18,0,184.16296,0.192,1419
184.19,0,184.200851,37.891,1514
184.2,49.128,184.200851,37.891,1514
184.21,0,184.203052,0.023,85
184.22,0,184.203052,0.023,85
184.23,0,184.242642,39.59,889
184.24,45.512,184.242642,39.59,889
184.25,0,184.249087,5.425,84
184.26,8.624,184.269924,20.837,1078
184.27,0.608,184.269924,20.837,1078
184.28,39.984,184.284344,12.647,1514
184.29,85.8,184.285785,0.03,86
184.3,55.776,184.299239,0.073,975
184.31,0,184.302179,0.019,147
184.32,44.76,184.325671,23.492,1514
184.33,0,184.326602,0.181,1053
184.34,4.248,184.341997,15.395,531
184.35,0,184.341997,15.395,531
184.36,45.76,184.366949,24.952,1514
184.37,0.728,184.369959,0.032,1178
184.38,8.624,184.37769,7.731,91
184.39,0,184.385744,8.054,1078
184.4,0,184.385744,8.054,1078
184.41,44.792,184.415572,29.828,1514
184.42,0,184.416671,0.164,1057
184.43,0.624,184.430186,13.515,78
184.44,5.856,184.443352,13.166,616
184.45,12.112,184.449179,5.827,116
184.46,52.864,184.460305,3.968,1514
184.47,0,184.46041,0.019,552
184.48,0,184.496169,35.759,1514
184.49,66.48,184.496169,35.759,1514
184.5,0,184.497503,0.084,740
184.51,0,184.497503,0.084,740
184.52,0,184.533918,36.415,1514
184.53,67.016,184.533918,36.415,1514
184.54,6.376,184.537442,1.226,86
184.55,0,184.549163,2.722,84
184.56,0,184.549163,2.722,84
184.57,20.736,184.571671,22.508,1078
184.58,53.888,184.57967,7.999,1514
184.59,0,184.582037,0.022,680
184.6,0,184.582037,0.022,680
184.61,0,184.621065,39.028,1514
184.62,68.344,184.621065,39.028,1514
184.63,1.896,184.627024,0.018,973
184.64,6.272,184.639014,0.034,79
184.65,0,184.644539,2.502,707
184.66,66.44,184.66505,20.511,1514
184.67,8.624,184.669635,0.024,735
184.68,0,184.679341,9.706,1078
184.69,0,184.679341,9.706,1078
184.7,65.736,184.703968,24.627,1514
184.71,0,184.707421,0.03,647
184.72,1.664,184.729082,21.661,208
184.73,0.656,184.729082,21.661,208
184.74,71.472,184.741558,4.294,137
184.75,0,184.747583,0.1,531
184.76,0,184.747583,0.1,531
184.77,0,184.784255,36.672,1514
184.78,24.224,184.784255,36.672,1514
184.79,47.496,184.794357,9.54,1514
184.8,0,184.795058,0.185,1395
184.81,0,184.795058,0.185,1395
184.82,81.168,184.826118,31.06,1514
184.83,141.728,184.828801,0.023,1062
184.84,3.936,184.839359,0.017,166
184.85,0,184.845132,5.773,492
184.86,12.112,184.868411,23.279,1514
184.87,0,184.868411,23.279,1514
184.88,83.696,184.880323,11.912,1514
184.89,0,184.880563,0.069,1078
184.9,0,184.910106,29.543,1514
184.91,83.336,184.910106,29.543,1514
184.92,0,184.913544,0.023,1333
184.93,0,184.913544,0.023,1333
184.94,4.464,184.94791,34.366,558
184.95,12.112,184.94791,34.366,558
184.96,74.136,184.96117,3.178,1514
184.97,0,184.964114,0.06,183
184.98,0,184.993018,28.904,1514
184.99,12.112,184.993018,28.904,1514
185,71.952,185.005307,12.289,1514
185.01,0.728,185.005726,0.019,1424
185.02,0,185.014678,8.952,91
185.03,82.856,185.034817,20.139,1514
185.04,5.656,185.039518,1.249,1273
185.05,0.632,185.048213,8.695,707
185.06,8.624,185.058894,10.681,79
185.07,0.672,185.077666,15.682,84
185.08,0,185.077666,15.682,84
185.09,60.56,185.098443,20.777,1514
185.1,52.664,185.10008,0.333,1514
185.11,48.448,185.11834,16.82,1514
185.12,62.624,185.119988,0.333,1514
185.13,0,185.122282,0.045,258
185.14,1.248,185.14313,20.848,78
185.15,3.928,185.15047,7.156,491
185.16,12.112,185.167617,17.147,1514
185.17,24.224,185.167617,17.147,1514
185.18,79.624,185.179472,0.142,1514
185.19,0,185.182489,0.232,1078
185.2,109.008,185.204761,22.272,1514
185.21,5.384,185.210182,2.031,673
185.22,0,185.210182,2.031,673
185.23,0,185.243565,33.383,1514
185.24,12.112,185.243565,33.383,1514
185.25,0,185.243565,33.383,1514
185.26,107.04,185.265144,21.579,1514
185.27,0,185.265634,0.021,84
185.28,112.4,185.28455,18.916,1514
185.29,0,185.289971,0.298,424
185.3,0,185.289971,0.298,424
185.31,0,185.326711,36.74,1514
185.32,60.56,185.326711,36.74,1514
185.33,50.152,185.33075,2.384,1514
185.34,0.608,185.342826,9.735,76
185.35,4.912,185.35266,9.834,614
185.36,7.8,185.36687,14.21,975
185.37,0,185.36687,14.21,975
185.38,0,185.391116,24.246,975
185.39,256.328,185.391116,24.246,975
185.4,0,185.398201,0.251,1078
185.41,113.72,185.410599,12.398,1514
185.42,0,185.414617,0.643,589
185.43,0,185.445209,30.592,78
185.44,1.552,185.445209,30.592,78
185.45,6.648,185.449703,4.494,116
185.46,115.16,185.46512,12.037,1514
185.47,8.624,185.468272,0.156,769
185.48,0,185.47588,7.608,1078
185.49,12.112,185.494053,18.173,1514
185.5,0,185.494053,18.173,1514
185.51,99.888,185.514274,20.221,1514
185.52,0,185.514455,0.017,374
185.53,12.112,185.535265,20.81,1514
185.54,0,185.535265,20.81,1514
185.55,95.4,185.551443,16.178,1514
185.56,0,185.559679,0.021,690
185.57,0,185.580307,20.628,1514
185.58,72.224,185.580307,20.628,1514
185.59,0,185.582979,0.208,1458
185.6,0,185.582979,0.208,1458
185.61,0,185.623651,40.672,1514
185.62,12.112,185.623651,40.672,1514
185.63,0,185.623651,40.672,1514
185.64,81.84,185.648273,24.622,1514
185.65,4.12,185.648493,0.063,1078
185.66,87.088,185.661234,8.066,1514
185.67,0,185.667248,0.252,79
185.68,0,185.667248,0.252,79
185.69,0,185.702746,35.498,1514
185.7,86.096,185.702746,35.498,1514
185.71,0,185.705804,0.036,164
185.72,0,185.705804,0.036,164
185.73,0,185.747605,41.801,1514
185.74,12.112,185.747605,41.801,1514
185.75,0,185.747605,41.801,1514
185.76,0,185.747605,41.801,1514
185.77,0,185.789114,41.509,1514
185.78,24.224,185.789114,41.509,1514
185.79,150.616,185.78918,0.066,1514
185.8,0,185.795539,0.068,350
185.81,0,185.795539,0.068,350
185.82,0,185.831871,36.332,1514
185.83,12.112,185.831871,36.332,1514
185.84,0,185.831871,36.332,1514
185.85,79.464,185.855033,23.162,1514
185.86,12.112,185.855692,0.43,721
185.87,48.448,185.868873,13.181,1514
185.88,25.936,185.879907,0.033,1514
185.89,7.8,185.886596,0.04,214
185.9,0,185.8987,12.104,975
185.91,7.8,185.913783,15.083,975
185.92,0,185.913783,15.083,975
185.93,174.968,185.932433,18.65,975
185.94,35.04,185.939219,0.063,1514
185.95,90.376,185.952688,10.614,1514
185.96,0,185.957419,0.195,508
185.97,8.624,185.972012,14.593,1078
185.98,0,185.972012,14.593,1078
185.99,36.336,185.996442,24.43,1514
186,48.968,186.001501,3.736,1514
186.01,0,186.002036,0.037,65
186.02,0,186.035305,33.269,1514
186.03,36.336,186.035305,33.269,1514
186.04,50.312,186.041767,3.668,1514
186.05,4.12,186.05458,9.973,515
186.06,0,186.05458,9.973,515
186.07,9.256,186.075371,20.791,79
186.08,60.56,186.076864,1.493,1078
186.09,23.792,186.087129,0.046,1514
186.1,0,186.094133,0.053,1460
186.11,12.112,186.119369,25.236,1514
186.12,70.368,186.119369,25.236,1514
186.13,0,186.124963,0.39,1226
186.14,0,186.124963,0.39,1226
186.15,4.384,186.157552,32.589,548
186.16,24.224,186.162045,4.493,1514
186.17,61.568,186.174075,11.196,1514
186.18,0,186.179676,0.017,78
186.19,0,186.179676,0.017,78
186.2,24.224,186.204983,25.307,1514
186.21,63.016,186.212032,6.225,1514
186.22,0,186.217473,0.044,307
186.23,8.624,186.235639,18.166,1078
186.24,12.112,186.244295,8.656,1514
186.25,12.112,186.255576,11.281,1514
186.26,71.456,186.261294,5.718,1514
186.27,0,186.269027,5.236,84
186.28,0,186.290879,21.852,1514
186.29,24.224,186.290879,21.852,1514
186.3,59.904,186.300132,0.598,1514
186.31,0,186.307854,0.405,1432
186.32,0.688,186.327331,19.477,86
186.33,12.112,186.327331,19.477,86
186.34,60.56,186.338004,10.673,1514
186.35,14.072,186.350454,4.906,1514
186.36,16.36,186.362218,11.708,531
186.37,60.56,186.369541,7.323,1514
186.38,21.008,186.379769,0.041,1514
186.39,8.624,186.390672,2.287,1078
186.4,0.608,186.407167,16.495,76
186.41,24.224,186.407167,16.495,76
186.42,36.336,186.417949,0.821,1514
186.43,24.224,186.433036,10.811,1514
186.44,24.032,186.436034,2.998,1514
186.45,85.8,186.450002,0.018,975
186.46,0,186.450177,0.017,975
186.47,133.072,186.471758,21.581,975
186.48,27.008,186.480916,4.86,1514
186.49,37.264,186.49103,8.161,116
186.5,66.928,186.499802,0.086,1514
186.51,0,186.505264,0.341,796
186.52,0,186.534638,29.374,91
186.53,12.84,186.534638,29.374,91
186.54,86.952,186.540072,2.106,1514
186.55,6.392,186.547681,0.107,271
186.56,0,186.55934,2.186,713
186.57,32.848,186.570688,11.348,1078
186.58,79.944,186.580476,1.063,1514
186.59,0,186.589425,1.055,84
186.6,0,186.589425,1.055,84
186.61,0,186.627524,38.099,1514
186.62,48.448,186.627524,38.099,1514
186.63,36.336,186.629865,0.88,1514
186.64,18.624,186.63559,0.612,1514
186.65,0,186.648571,0.314,814
186.66,78.144,186.660396,11.825,684
186.67,41.648,186.669563,2.026,1514
186.68,0,186.675912,1.158,79
186.69,0,186.704044,28.132,1514
186.7,36.336,186.704044,28.132,1514
186.71,71.432,186.710056,2.726,1514
186.72,0,186.714065,0.332,1359
186.73,0,186.714065,0.332,1359
186.74,36.336,186.747389,33.324,1514
186.75,65.192,186.750038,0.496,1514
186.76,6.208,186.760344,6.85,568
186.77,0,186.7697,9.356,208
186.78,62.312,186.78397,14.27,82
186.79,44.312,186.79051,1.032,1514
186.8,0,186.792634,0.43,997
186.81,0,186.792634,0.43,997
186.82,24.224,186.828443,35.809,1514
186.83,80.08,186.830063,0.656,1514
186.84,0,186.834972,0.231,926
186.85,0,186.860933,25.961,515
186.86,12.744,186.860933,25.961,515
186.87,105.744,186.86969,8.757,1078
186.88,0,186.877236,0.795,1106
186.89,0,186.877236,0.795,1106
186.9,0,186.911664,34.428,1514
186.91,102.336,186.911664,34.428,1514
186.92,0,186.919454,0.018,680
186.93,0,186.919454,0.018,680
186.94,0,186.953705,34.251,84
186.95,49.12,186.953705,34.251,84
186.96,206.696,186.960092,2.912,1514
186.97,28.904,186.969284,0.017,975
186.98,0,186.974928,0.017,508
186.99,12.112,186.999942,25.014,1514
187,0,186.999942,25.014,1514
187.01,119.888,187.017488,17.546,1514
187.02,0,187.017711,0.018,1360
187.03,12.112,187.039913,22.202,1514
187.04,48.448,187.039913,22.202,1514
187.05,0,187.047738,0.021,1514
187.06,87.864,187.06327,15.532,1514
187.07,12.112,187.063925,0.48,707
187.08,125.376,187.079172,15.247,1514
187.09,0,187.0896,0.029,79
187.1,0,187.0896,0.029,79
187.11,0,187.120706,31.106,1514
187.12,109.008,187.120706,31.106,1514
187.13,28.872,187.128117,0.484,1514
187.14,0,187.134447,0.515,581
187.15,0,187.161486,27.039,1514
187.16,121.12,187.161486,27.039,1514
187.17,24.392,187.170452,1.978,1457
187.18,1.248,187.183052,10.62,78
187.19,0,187.18331,0.258,78
187.2,48.448,187.20457,21.26,1514
187.21,84.272,187.209773,3.717,1514
187.22,0,187.214311,0.483,1450
187.23,0,187.214311,0.483,1450
187.24,0,187.25225,37.939,1514
187.25,60.56,187.25225,37.939,1514
187.26,74.896,187.2606,3.333,1514
187.27,0,187.264402,0.709,565
187.28,72.672,187.286427,22.025,1514
187.29,62.696,187.289982,0.869,1514
187.3,0,187.293656,0.068,267
187.31,0.672,187.311801,18.145,84
187.32,12.112,187.311801,18.145,84
187.33,96.896,187.329029,17.228,1514
187.34,32.472,187.339593,0.517,1514
187.35,0,187.341663,0.659,1031
187.36,5.392,187.364308,22.645,674
187.37,117.632,187.371888,7.58,1078
187.38,24.808,187.378802,0.482,1514
187.39,0,187.383988,0.033,73
187.4,0,187.413742,29.754,1514
187.41,84.784,187.413742,29.754,1514
187.42,58.928,187.420339,1.879,1514
187.43,0,187.422328,0.773,1310
187.44,0,187.422328,0.773,1310
187.45,0,187.46206,39.732,1514
187.46,90.112,187.46206,39.732,1514
187.47,8.624,187.4698,0.034,76
187.48,0.728,187.475498,5.698,1078
187.49,78,187.491562,4.534,975
187.5,137.408,187.502137,6.559,975
187.51,24.912,187.51037,0.856,1514
187.52,0,187.511066,0.201,116
187.53,12.112,187.53695,25.884,1514
187.54,85.52,187.542017,5.067,1514
187.55,0,187.547103,0.048,92
187.56,5.704,187.565394,18.291,713
187.57,12.112,187.565394,18.291,713
187.58,48.448,187.579949,14.555,1514
187.59,48.968,187.59144,5.706,1514
187.6,0.672,187.594491,0.353,1078
187.61,0,187.609016,14.525,84
187.62,102.544,187.620914,11.898,1514
187.63,0,187.626594,0.45,706
187.64,0,187.626594,0.45,706
187.65,0,187.666407,39.813,492
187.66,3.936,187.666407,39.813,492
187.67,106.8,187.671099,4.692,1514
187.68,0,187.676409,0.384,1238
187.69,1.264,187.698769,22.36,79
187.7,24.224,187.699359,0.59,79
187.71,86.464,187.711912,6.432,1514
187.72,0,187.717362,0.051,210
187.73,0,187.717362,0.051,210
187.74,24.224,187.747318,29.956,1514
187.75,73.512,187.749389,2.071,1514
187.76,4.248,187.757174,0.137,105
187.77,8.624,187.770752,4.058,1078
187.78,48.448,187.786883,16.131,1514
187.79,49.184,187.790462,1.39,1514
187.8,0,187.79951,0.518,137
187.81,0,187.79951,0.518,137
187.82,0,187.830006,30.496,1514
187.83,96,187.830006,30.496,1514
187.84,0,187.83805,2.545,1402
187.85,0,187.83805,2.545,1402
187.86,5.904,187.867343,29.293,738
187.87,60.56,187.867343,29.293,738
187.88,38.528,187.880363,0.757,1514
187.89,0,187.883504,0.029,76
187.9,0,187.912897,29.393,1514
187.91,60.56,187.912897,29.393,1514
187.92,44.184,187.915621,0.546,1514
187.93,0,187.926221,0.278,981
187.94,0,187.926221,0.278,981
187.95,48.448,187.957031,30.81,1514
187.96,65.432,187.959445,0.821,1514
187.97,0,187.969699,1.571,1078
187.98,0,187.969699,1.571,1078
187.99,12.112,187.999596,29.897,1514
188,24.224,187.999596,29.897,1514
188.01,70.232,188.003758,0.476,1514
188.02,7.8,188.019697,0.018,1209
188.03,46.8,188.02953,9.833,975
188.04,147.968,188.038116,5.964,975
188.05,30.344,188.050417,0.867,1514
188.06,0,188.053499,2.605,765
188.07,12.56,188.07371,20.211,492
188.08,12.112,188.082228,7.847,1514
188.09,72.672,188.091123,8.895,1514
188.1,27.168,188.09884,0.487,1514
188.11,0,188.104193,1.75,79
188.12,96.384,188.121083,16.89,1514
188.13,0,188.129752,0.8,1450
188.14,0,188.129752,0.8,1450
188.15,0,188.163343,33.591,1514
188.16,72.672,188.163343,33.591,1514
188.17,35.264,188.170104,0.494,1514
188.18,0,188.172501,0.241,514
188.19,8.624,188.190141,17.64,1078
188.2,60.56,188.204469,14.328,1514
188.21,30.952,188.207152,0.48,1514
188.22,0,188.213467,0.083,78
188.23,0,188.213467,0.083,78
188.24,12.112,188.249208,35.741,1514
188.25,88.568,188.250061,0.853,1514
188.26,0,188.254192,0.14,473
188.27,5.784,188.271058,16.866,723
188.28,36.336,188.287951,16.893,1514
188.29,66.056,188.290155,0.866,1514
188.3,0,188.293445,0.085,687
188.31,0,188.293445,0.085,687
188.32,12.112,188.329411,35.966,1514
188.33,86.072,188.330197,0.786,1514
188.34,0,188.339691,1.861,86
188.35,0,188.339691,1.861,86
188.36,0,188.370827,31.136,1514
188.37,124.872,188.370827,31.136,1514
188.38,0,188.377185,0.399,1078
188.39,0,188.377185,0.399,1078
188.4,0,188.415102,37.917,1514
188.41,36.336,188.415102,37.917,1514
188.42,53.808,188.421228,2.722,1514
188.43,0,188.422788,0.215,670
188.44,0,188.422788,0.215,670
188.45,36.336,188.458451,35.663,1514
188.46,48.448,188.459774,0.5,1514
188.47,6.672,188.470847,3.007,237
188.48,0,188.471634,0.787,597
188.49,24.224,188.497162,25.528,1514
188.5,64.232,188.500121,0.497,1514
188.51,0,188.503552,0.333,76
188.52,1.552,188.520275,16.723,78
188.53,0.608,188.529191,8.916,116
188.54,100.728,188.54252,8.083,1514
188.55,46.8,188.548883,0.148,479
188.56,103.528,188.559964,0.331,975
188.57,5.808,188.569405,0.26,163
188.58,12.112,188.583313,11.03,1514
188.59,91.848,188.590765,7.452,1514
188.6,0,188.598492,0.885,883
188.61,0,188.598492,0.885,883
188.62,84.784,188.621998,23.506,1514
188.63,26.288,188.630169,0.524,1514
188.64,0.688,188.637486,0.02,84
188.65,8.624,188.650329,5.655,1078
188.66,12.112,188.669453,19.124,1514
188.67,24.224,188.669453,19.124,1514
188.68,36.336,188.680198,8.322,1514
188.69,23.344,188.689326,1.75,1514
188.7,24.224,188.697008,0.029,707
188.71,36.336,188.705584,0.837,1514
188.72,31.744,188.717243,0.034,1514
188.73,1.264,188.729518,3.769,940
188.74,36.336,188.733584,0.113,79
