Time (s),Speed (m/s),Distance (m),Height (m)
259.998,0.6,6.03,4.3
260.011,0.6,6.03,4.3
260.087,0.6,6.03,4.3
260.091,0.6,6.03,4.3
260.094,0.6,6.03,4.3
260.18,0.6,6.02,4.2
260.224,0.6,6.02,4.1
260.228,0.6,6.02,4.1
260.236,0.6,6.02,4.1
260.28,0.6,6.02,4.1
260.38,0.6,6.02,4
260.386,0.6,6.02,4
260.389,0.6,6.02,4
260.405,0.6,6.02,4
260.48,0.6,6.01,3.9
260.542,0.6,6.01,3.9
260.545,0.6,6.01,3.9
260.552,0.6,6.01,3.9
260.617,0.6,6.01,3.9
260.625,0.6,6.01,3.9
260.635,0.6,6.01,3.9
260.638,0.6,6.01,3.9
260.716,0.6,6.01,3.8
260.724,0.6,6.01,3.8
260.733,0.6,6.01,3.8
260.74,0.6,6.01,3.8
260.831,0.6,6,3.8
260.841,0.6,6,3.8
260.854,0.6,6,3.8
260.859,0.6,6,3.8
260.943,0.6,6,3.7
260.953,0.6,6,3.7
260.966,0.6,6,3.7
260.971,0.6,6,3.7
261.043,0.6,5.99,3.6
261.054,0.6,5.99,3.6
261.066,0.6,5.99,3.6
261.07,0.6,5.99,3.6
261.167,0.6,5.98,3.5
261.17,0.6,5.98,3.5
261.178,0.6,5.98,3.5
261.184,0.6,5.98,3.5
261.269,0.6,5.98,3.4
261.273,0.6,5.98,3.4
261.281,0.6,5.98,3.4
261.296,0.6,5.98,3.4
261.375,0.5,5.98,3.3
261.381,0.5,5.98,3.3
261.388,0.5,5.98,3.3
261.394,0.5,5.98,3.3
261.47,0.6,5.97,3.3
261.481,0.6,5.97,3.3
261.537,0.6,5.97,3.3
261.54,0.6,5.97,3.3
261.572,0.6,5.97,3.2
261.581,0.6,5.97,3.2
261.587,0.6,5.97,3.2
261.591,0.6,5.97,3.2
261.69,0.6,5.96,3.2
261.702,0.6,5.96,3.2
261.706,0.6,5.96,3.2
261.709,0.6,5.96,3.2
261.798,0.6,5.96,3.2
261.802,0.6,5.96,3.2
261.811,0.6,5.96,3.2
261.819,0.6,5.96,3.2
261.912,0.3,5.96,3.1
261.917,0.3,5.96,3.1
261.923,0.3,5.96,3.1
261.93,0.3,5.96,3.1
262.002,0.3,5.96,3.1
262.008,0.3,5.96,3.1
262.067,0.2,5.97,3
262.075,0.2,5.97,3
262.153,0.1,5.97,3
262.161,0.1,5.97,3
262.164,0.1,5.97,3
262.171,0.1,5.97,3
262.333,0,5.96,3
262.339,0,5.96,3
262.346,0,5.96,3
262.353,0,5.96,3
262.428,0,5.96,3
262.491,0,5.96,3
262.533,0,5.96,3
262.538,0,5.96,3
262.579,0,5.96,3
262.583,0,5.96,3
262.586,0,5.96,3
262.596,0,5.96,3
262.7,0,5.97,3
262.703,0,5.97,3
262.712,0,5.97,3
262.717,0,5.97,3
262.786,0,5.98,3
262.794,0,5.98,3
262.796,0,5.98,3
262.803,0,5.98,3
262.977,0,5.99,3
262.987,0,5.99,3
262.995,0,5.99,3
263.006,0,5.99,3
263.071,0,6,3
263.081,0,6,3
263.086,0,6,3
263.094,0,6,3
263.214,0,6.01,3
263.22,0,6.01,3
263.224,0,6.01,3
263.236,0,6.01,3
263.322,0,6.01,3
263.325,0,6.01,3
263.336,0,6.01,3
263.341,0,6.01,3
263.429,0,6.02,3
263.441,0,6.02,3
263.443,0,6.02,3
263.447,0,6.02,3
263.532,0,6.02,3
263.592,0,6.02,3
263.595,0,6.02,3
263.605,0,6.02,3
263.637,0,6.02,3
263.64,0,6.02,3
263.644,0,6.02,3
263.658,0,6.02,3
263.735,0,6.02,3
263.745,0,6.02,3
263.752,0,6.02,3
263.757,0,6.02,3
263.833,0.1,6.02,3
263.837,0.1,6.02,3
263.848,0.1,6.02,3
263.858,0.1,6.02,3
263.924,0.1,6.01,3
263.932,0.1,6.01,3
263.943,0.1,6.01,3
263.951,0.1,6.01,3
264.112,0.1,6,3
264.117,0.1,6,3
264.121,0.1,6,3
264.145,0.1,6,3
264.244,0.1,5.99,3
264.255,0.1,5.99,3
264.263,0.1,5.99,3
264.267,0.1,5.99,3
264.336,0.1,5.99,2.9
264.344,0.1,5.99,2.9
264.35,0.1,5.99,2.9
264.353,0.1,5.99,2.9
264.509,0.1,5.97,2.9
264.515,0.1,5.97,2.9
264.524,0.1,5.97,2.9
264.535,0.1,5.97,2.9
264.712,0.1,5.95,2.9
264.718,0.1,5.95,2.9
264.726,0.1,5.95,2.9
264.743,0.1,5.95,2.9
264.927,0.1,5.94,2.9
264.931,0.1,5.94,2.9
264.938,0.1,5.94,2.9
264.955,0.1,5.94,2.9
265.01,0.1,5.93,2.8
265.014,0.1,5.93,2.8
265.018,0.1,5.93,2.8
265.027,0.1,5.93,2.8
265.109,0.1,5.93,2.8
265.113,0.1,5.93,2.8
265.119,0.1,5.93,2.8
265.122,0.1,5.93,2.8
265.209,0.1,5.92,2.8
265.225,0.1,5.92,2.8
265.258,0.1,5.92,2.8
265.263,0.1,5.92,2.8
265.43,0.1,5.92,2.8
265.438,0.1,5.92,2.8
265.448,0.1,5.92,2.8
265.454,0.1,5.92,2.8
265.64,0.1,5.92,2.7
265.729,0.1,5.92,2.7
265.735,0.1,5.92,2.7
265.748,0.1,5.92,2.7
265.844,0.1,5.92,2.7
265.853,0.1,5.92,2.7
265.863,0.1,5.92,2.7
265.872,0.1,5.92,2.7
265.961,0.2,5.94,2.7
265.974,0.2,5.94,2.7
265.978,0.2,5.94,2.7
265.986,0.2,5.94,2.7
266.156,0.2,5.94,2.6
266.162,0.2,5.94,2.6
266.175,0.2,5.94,2.6
266.19,0.2,5.94,2.6
266.379,0.1,5.95,2.6
266.394,0.1,5.95,2.6
266.404,0.1,5.95,2.6
266.414,0.1,5.95,2.6
266.559,0.1,5.95,2.6
266.574,0.1,5.95,2.6
266.576,0.1,5.95,2.6
266.592,0.1,5.95,2.6
266.709,0.1,5.95,2.5
266.779,0.1,5.95,2.5
266.787,0.1,5.95,2.5
266.792,0.1,5.95,2.5
266.808,0.1,5.95,2.5
266.811,0.1,5.95,2.5
266.823,0.1,5.95,2.5
266.843,0.1,5.95,2.5
267.031,0.1,5.94,2.5
267.041,0.1,5.94,2.5
267.057,0.1,5.94,2.5
267.065,0.1,5.94,2.5
267.133,0.1,5.94,2.5
267.136,0.1,5.94,2.5
267.142,0.1,5.94,2.5
267.147,0.1,5.94,2.5
267.232,0.1,5.94,2.4
267.24,0.1,5.94,2.4
267.253,0.1,5.94,2.4
267.26,0.1,5.94,2.4
267.333,0.1,5.94,2.4
267.337,0.1,5.94,2.4
267.346,0.1,5.94,2.4
267.352,0.1,5.94,2.4
267.472,0.1,5.94,2.4
267.483,0.1,5.94,2.4
267.487,0.1,5.94,2.4
267.493,0.1,5.94,2.4
267.564,0.2,5.95,2.4
267.571,0.2,5.95,2.4
267.583,0.2,5.95,2.4
267.597,0.2,5.95,2.4
267.725,0.1,5.95,2.3
267.78,0.1,5.95,2.3
267.783,0.1,5.95,2.3
267.786,0.1,5.95,2.3
267.854,0.1,5.95,2.3
267.862,0.1,5.95,2.3
267.867,0.1,5.95,2.3
267.879,0.1,5.95,2.3
267.953,0.1,5.95,2.3
267.958,0.1,5.95,2.3
267.965,0.1,5.95,2.3
267.98,0.1,5.95,2.3
268.044,0.1,5.94,2.3
268.049,0.1,5.94,2.3
268.056,0.1,5.94,2.3
268.103,0.1,5.94,2.3
268.209,0.1,5.94,2.2
268.218,0.1,5.94,2.2
268.229,0.1,5.94,2.2
268.265,0.1,5.94,2.2
268.313,0.1,5.94,2.2
268.327,0.1,5.94,2.2
268.337,0.1,5.94,2.2
268.345,0.1,5.94,2.2
268.438,0.2,5.94,2.2
268.443,0.2,5.94,2.2
268.45,0.2,5.94,2.2
268.456,0.2,5.94,2.2
268.624,0.2,5.95,2.2
268.634,0.2,5.95,2.2
268.643,0.2,5.95,2.2
268.647,0.2,5.95,2.2
268.722,0.2,5.95,2.1
268.728,0.2,5.95,2.1
268.803,0.2,5.95,2.1
268.809,0.2,5.95,2.1
268.846,0.2,5.95,2.1
268.85,0.2,5.95,2.1
268.853,0.2,5.95,2.1
268.861,0.2,5.95,2.1
268.954,0.2,5.95,2.1
268.958,0.2,5.95,2.1
268.961,0.2,5.95,2.1
268.969,0.2,5.95,2.1
269.094,0.2,5.95,2.1
269.098,0.2,5.95,2.1
269.107,0.2,5.95,2.1
269.126,0.2,5.95,2.1
269.223,0.1,5.95,2.1
269.232,0.1,5.95,2.1
269.253,0.1,5.95,2.1
269.263,0.1,5.95,2.1
269.323,0.1,5.96,2
269.327,0.1,5.96,2
269.34,0.1,5.96,2
269.355,0.1,5.96,2
269.47,0.1,5.96,2
269.477,0.1,5.96,2
269.482,0.1,5.96,2
269.487,0.1,5.96,2
269.621,0.1,5.95,2
269.626,0.1,5.95,2
269.635,0.1,5.95,2
269.65,0.1,5.95,2
269.713,0.1,5.95,2
269.718,0.1,5.95,2
269.726,0.1,5.95,2
269.753,0.1,5.95,2
269.843,0.1,5.95,1.9
269.849,0.1,5.95,1.9
269.851,0.1,5.95,1.9
269.856,0.1,5.95,1.9
269.917,0.1,5.95,1.9
269.922,0.1,5.95,1.9
269.937,0.1,5.95,1.9
269.942,0.1,5.95,1.9
270.005,0.1,5.95,1.9
270.013,0.1,5.95,1.9
270.086,0.2,5.95,1.9
270.094,0.2,5.95,1.9
270.129,0.2,5.95,1.9
270.133,0.2,5.95,1.9
270.246,0.1,5.95,1.8
270.251,0.1,5.95,1.8
270.259,0.1,5.95,1.8
270.264,0.1,5.95,1.8
270.36,0.1,5.96,1.8
270.371,0.1,5.96,1.8
270.375,0.1,5.96,1.8
270.377,0.1,5.96,1.8
270.465,0.1,5.96,1.8
270.469,0.1,5.96,1.8
270.477,0.1,5.96,1.8
270.491,0.1,5.96,1.8
270.585,0.1,5.97,1.8
270.591,0.1,5.97,1.8
270.598,0.1,5.97,1.8
270.616,0.1,5.97,1.8
270.691,0.2,5.98,1.8
270.706,0.2,5.98,1.8
270.716,0.2,5.98,1.8
270.718,0.2,5.98,1.8
270.833,0.2,5.99,1.7
270.886,0.2,5.99,1.7
270.897,0.2,5.99,1.7
270.9,0.2,5.99,1.7
270.945,0.2,5.99,1.7
270.948,0.2,5.99,1.7
270.951,0.2,5.99,1.7
270.961,0.2,5.99,1.7
271.047,0.2,5.99,1.7
271.05,0.2,5.99,1.7
271.054,0.2,5.99,1.7
271.066,0.2,5.99,1.7
271.171,0.2,5.99,1.7
271.174,0.2,5.99,1.7
271.178,0.2,5.99,1.7
271.182,0.2,5.99,1.7
271.277,0.2,5.98,1.6
271.282,0.2,5.98,1.6
271.285,0.2,5.98,1.6
271.292,0.2,5.98,1.6
271.47,0.2,5.98,1.6
271.477,0.2,5.98,1.6
271.492,0.2,5.98,1.6
271.494,0.2,5.98,1.6
271.634,0.2,5.97,1.6
271.638,0.2,5.97,1.6
271.641,0.2,5.97,1.6
271.652,0.2,5.97,1.6
271.741,0.2,5.97,1.6
271.749,0.2,5.97,1.6
271.76,0.2,5.97,1.6
271.77,0.2,5.97,1.6
271.843,0.2,5.97,1.5
271.912,0.3,5.97,1.5
271.921,0.3,5.97,1.5
271.928,0.3,5.97,1.5
271.939,0.3,5.97,1.5
271.949,0.3,5.97,1.5
271.954,0.3,5.97,1.5
271.958,0.3,5.97,1.5
272.103,0.3,5.97,1.5
272.118,0.3,5.97,1.5
272.122,0.3,5.97,1.5
272.127,0.3,5.97,1.5
272.205,0.3,5.97,1.4
272.209,0.3,5.97,1.4
272.221,0.3,5.97,1.4
272.291,0.3,5.97,1.4
272.295,0.3,5.97,1.4
272.299,0.3,5.97,1.4
272.315,0.3,5.97,1.4
272.421,0.2,5.97,1.3
272.428,0.2,5.97,1.3
272.434,0.2,5.97,1.3
272.437,0.2,5.97,1.3
272.552,0.2,5.97,1.3
272.566,0.2,5.97,1.3
272.57,0.2,5.97,1.3
272.576,0.2,5.97,1.3
272.685,0.1,5.98,1.3
272.69,0.1,5.98,1.3
272.693,0.1,5.98,1.3
272.698,0.1,5.98,1.3
272.826,0.1,5.98,1.3
272.833,0.1,5.98,1.3
272.84,0.1,5.98,1.3
272.843,0.1,5.98,1.3
272.974,0.1,5.98,1.2
273.048,0.1,5.98,1.2
273.052,0.1,5.98,1.2
273.057,0.1,5.98,1.2
273.17,0,5.99,1.2
273.173,0,5.99,1.2
273.183,0,5.99,1.2
273.196,0,5.99,1.2
273.257,0,5.99,1.2
273.263,0,5.99,1.2
273.265,0,5.99,1.2
273.272,0,5.99,1.2
273.367,0,6,1.2
273.372,0,6,1.2
273.382,0,6,1.2
273.392,0,6,1.2
273.497,0,6,1.2
273.504,0,6,1.2
273.516,0,6,1.2
273.519,0,6,1.2
273.746,0,6.01,1.3
273.752,0,6.01,1.3
273.765,0,6.01,1.3
273.776,0,6.01,1.3
273.849,0,6.01,1.3
273.852,0,6.01,1.3
273.86,0,6.01,1.3
273.869,0,6.01,1.3
273.954,0,6.02,1.3
273.965,0,6.02,1.3
273.971,0,6.02,1.3
273.974,0,6.02,1.3
274.066,0,6.02,1.3
274.131,0,6.02,1.3
274.134,0,6.02,1.3
274.147,0,6.02,1.3
274.193,0,6.02,1.3
274.198,0,6.02,1.3
274.212,0,6.02,1.3
274.218,0,6.02,1.3
274.382,0,6.03,1.3
274.396,0,6.03,1.3
274.403,0,6.03,1.3
274.415,0,6.03,1.3
274.507,0,6.03,1.3
274.513,0,6.03,1.3
274.516,0,6.03,1.3
274.528,0,6.03,1.3
274.602,0,6.03,0
274.61,0,6.03,0
274.634,0,6.03,0
274.637,0,6.03,0
274.713,0,6.04,0
